daytime,ExitSpeed,VExitAngle,HExitAngle,Carry,Bearing,HangTime,rho,hand,outcome,slg,LW,
200.61870,95.4,7.1,-21.8,135.0,-25.6,1.086,5.260E-03,Right,Single,1,0.489,
200.62422,97.0,6.0,0.9,106.6,-0.8,0.836,5.260E-03,Right,Single,1,0.489,
208.77360,96.8,-1.3,-28.0,62.3,-31.1,0.451,5.144E-03,Right,Single,1,0.489,
208.77444,85.0,8.9,22.1,211.3,23.8,2.037,5.144E-03,Left,Single,1,0.489,
208.77848,84.9,4.5,28.4,108.9,28.3,0.934,5.144E-03,Left,Single,1,0.489,
208.77920,75.0,-2.0,-23.7,50.0,-24.1,0.449,5.144E-03,Right,Single,1,0.489,
208.78194,68.3,5.4,-20.2,85.8,-22.8,0.903,5.144E-03,Right,Single,1,0.489,
208.78591,95.9,-2.1,-35.6,39.9,-37.9,0.288,5.144E-03,Right,Single,1,0.489,
208.79711,107.9,5.6,6.5,191.6,2.2,1.424,5.144E-03,Left,Single,1,0.489,
208.80212,108.1,-7.3,-1.1,12.3,-2.6,0.080,5.144E-03,Right,Single,1,0.489,
208.80873,82.0,16.9,29.9,232.2,38.7,2.648,5.144E-03,Right,Single,1,0.489,
208.81248,38.7,-10.0,33.1,3.8,0.6,0.054,5.144E-03,Left,Single,1,0.489,
208.83403,90.5,-3.5,-23.8,25.0,-24.1,0.186,5.144E-03,Right,Single,1,0.489,
208.83480,61.5,-4.3,-7.7,7.8,-3.6,0.064,5.144E-03,Right,Single,1,0.489,
208.83948,73.7,-19.6,-21.8,10.8,-20.3,0.079,5.144E-03,Left,Single,1,0.489,
208.84451,82.8,28.1,64.1,312.0,76.5,4.076,5.144E-03,Right,Single,1,0.489,
208.84537,86.3,11.0,-6.3,255.3,-9.1,2.635,5.144E-03,Right,Single,1,0.489,
208.85486,77.9,14.9,18.1,202.7,17.8,2.187,5.144E-03,Left,Single,1,0.489,
208.86986,79.4,12.2,22.3,199.4,30.0,2.142,5.144E-03,Right,Single,1,0.489,
208.88160,93.5,13.6,-13.4,245.0,-22.3,2.353,5.144E-03,Left,Single,1,0.489,
209.87376,99.2,-18.3,-2.9,9.2,-4.9,0.067,5.280E-03,Right,Single,1,0.489,
209.87462,77.1,21.6,-13.1,212.4,-17.2,2.489,5.280E-03,Right,Single,1,0.489,
209.88260,86.0,-1.6,-23.0,29.0,-27.4,0.249,5.280E-03,Left,Single,1,0.489,
209.89543,97.1,-2.6,6.7,23.7,3.5,0.172,5.280E-03,Left,Single,1,0.489,
209.90015,111.4,2.1,-21.3,99.8,-25.6,0.656,5.280E-03,Right,Single,1,0.489,
209.90618,91.2,4.6,-2.6,131.4,-8.1,1.090,5.280E-03,Left,Single,1,0.489,
209.92096,92.2,-5.3,-2.5,11.4,-0.4,0.090,5.280E-03,Right,Single,1,0.489,
209.93397,104.0,-2.0,-1.5,38.7,-3.2,0.270,5.280E-03,Right,Single,1,0.489,
209.93688,84.4,7.8,-3.0,136.1,-3.6,1.267,5.280E-03,Right,Single,1,0.489,
209.94411,99.3,-10.0,3.7,11.7,1.6,0.088,5.280E-03,Left,Single,1,0.489,
209.96463,88.2,11.4,18.0,195.6,23.3,1.901,5.280E-03,Right,Single,1,0.489,
210.80279,89.3,20.0,14.6,287.0,14.9,3.093,5.221E-03,Left,Single,1,0.489,
210.80987,76.4,14.2,5.4,183.8,9.1,2.073,5.221E-03,Right,Single,1,0.489,
210.81742,97.4,-7.3,23.8,23.0,22.6,0.158,5.221E-03,Left,Single,1,0.489,
210.83822,94.3,2.9,-15.2,110.9,-19.2,0.883,5.221E-03,Left,Single,1,0.489,
210.85970,92.6,6.7,15.4,68.6,15.1,0.558,5.221E-03,Right,Single,1,0.489,
210.87685,102.2,9.2,10.4,246.5,16.9,2.170,5.221E-03,Right,Single,1,0.489,
210.89493,83.3,-0.1,33.8,75.1,33.4,0.639,5.221E-03,Left,Single,1,0.489,
210.90678,90.9,17.5,5.1,303.6,12.1,3.385,5.221E-03,Right,Single,1,0.489,
210.90986,74.5,15.4,-3.8,206.6,-12.9,2.409,5.221E-03,Left,Single,1,0.489,
210.92777,93.8,16.7,-23.3,265.8,-33.3,2.544,5.221E-03,Right,Single,1,0.489,
210.92970,101.9,10.9,28.3,205.7,32.6,1.642,5.221E-03,Left,Single,1,0.489,
210.93718,97.4,8.9,0.1,172.6,-0.2,1.430,5.221E-03,Right,Single,1,0.489,
210.94064,80.4,-7.2,-41.0,11.8,-47.8,0.093,5.221E-03,Right,Single,1,0.489,
210.94245,100.7,8.8,-26.4,234.7,-35.4,1.953,5.221E-03,Right,Single,1,0.489,
210.94383,88.5,11.0,-21.7,187.9,-27.3,1.720,5.221E-03,Right,Single,1,0.489,
210.95605,84.0,23.1,63.4,317.0,73.5,3.717,5.221E-03,Right,Single,1,0.489,
210.95642,98.1,7.3,22.0,184.2,27.4,1.557,5.221E-03,Right,Single,1,0.489,
210.97575,103.0,6.8,6.0,151.7,3.2,1.144,5.221E-03,Left,Single,1,0.489,
211.00464,97.2,30.3,-48.6,392.1,-64.1,4.829,5.221E-03,Right,Single,1,0.489,
211.00524,105.7,13.7,-1.5,350.9,2.9,3.332,5.221E-03,Right,Single,1,0.489,
211.80877,87.7,9.9,-22.0,171.5,-27.9,1.546,5.221E-03,Right,Single,1,0.489,
211.81764,93.5,10.1,1.5,179.0,0.4,1.561,5.221E-03,Right,Single,1,0.489,
211.85185,93.2,13.7,-24.3,265.1,-30.6,2.568,5.221E-03,Right,Single,1,0.489,
211.85267,79.8,-0.2,30.7,51.8,31.3,0.476,5.221E-03,Right,Single,1,0.489,
211.85762,68.0,17.4,-28.3,181.8,-34.5,2.187,5.221E-03,Right,Single,1,0.489,
211.86502,100.0,15.0,4.1,266.1,5.2,2.383,5.221E-03,Right,Single,1,0.489,
211.87579,93.9,-3.0,1.5,33.3,0.8,0.245,5.221E-03,Right,Single,1,0.489,
211.89399,68.9,12.4,-10.3,151.0,-9.4,1.746,5.221E-03,Right,Single,1,0.489,
211.89627,94.4,7.7,-18.3,174.0,-24.5,1.479,5.221E-03,Right,Single,1,0.489,
211.92778,102.6,7.1,17.5,202.4,22.0,1.665,5.221E-03,Right,Single,1,0.489,
212.80406,70.4,11.7,7.2,188.2,11.5,2.263,5.221E-03,Right,Single,1,0.489,
212.81747,74.2,41.4,36.3,238.9,45.1,4.652,5.221E-03,Right,Single,1,0.489,
212.81809,89.4,-1.1,-27.1,45.7,-28.3,0.350,5.221E-03,Right,Single,1,0.489,
212.85288,100.0,2.1,24.6,81.5,24.7,0.587,5.221E-03,Left,Single,1,0.489,
212.85580,76.0,-6.0,-40.1,18.1,-38.8,0.148,5.221E-03,Right,Single,1,0.489,
212.86534,79.4,19.2,-1.0,233.2,-2.8,2.711,5.221E-03,Right,Single,1,0.489,
212.88030,91.0,14.8,3.6,272.2,7.8,2.741,5.221E-03,Right,Single,1,0.489,
212.89182,84.8,13.3,-19.3,172.3,-25.6,1.656,5.221E-03,Right,Single,1,0.489,
212.89463,92.0,-0.7,0.5,29.8,-2.9,0.226,5.221E-03,Left,Single,1,0.489,
212.89838,97.8,-6.5,-2.5,15.5,-4.1,0.116,5.221E-03,Right,Single,1,0.489,
212.90047,74.9,10.6,-3.3,163.5,-3.8,1.721,5.221E-03,Right,Single,1,0.489,
212.90153,82.8,11.9,-11.8,198.5,-18.6,2.038,5.221E-03,Left,Single,1,0.489,
212.91572,102.3,-5.9,-17.9,15.3,-22.6,0.104,5.221E-03,Left,Single,1,0.489,
212.91897,93.7,0.8,24.7,76.9,23.8,0.581,5.221E-03,Left,Single,1,0.489,
214.58113,102.3,8.2,4.9,228.2,7.3,1.907,5.211E-03,Right,Single,1,0.489,
214.58433,66.0,2.8,-24.4,58.7,-25.8,0.633,5.211E-03,Right,Single,1,0.489,
214.60131,100.8,7.1,-29.4,149.3,-34.4,1.118,5.211E-03,Right,Single,1,0.489,
214.60441,60.8,20.1,-41.4,101.9,-45.5,1.361,5.211E-03,Right,Single,1,0.489,
214.60538,102.3,9.9,9.2,206.8,14.5,1.744,5.211E-03,Right,Single,1,0.489,
214.60935,77.7,10.0,4.7,145.3,6.5,1.484,5.211E-03,Right,Single,1,0.489,
214.62638,77.7,19.9,-13.6,262.4,-13.7,3.103,5.211E-03,Right,Single,1,0.489,
214.64420,95.2,-3.0,-27.7,24.0,-29.8,0.174,5.211E-03,Right,Single,1,0.489,
222.81802,91.6,18.4,12.5,266.2,20.2,2.707,5.202E-03,Right,Single,1,0.489,
222.83316,67.6,-12.4,-35.4,8.9,-41.4,0.076,5.202E-03,Right,Single,1,0.489,
222.83405,78.6,1.8,-31.8,50.4,-32.2,0.448,5.202E-03,Right,Single,1,0.489,
222.84288,105.0,-4.6,-0.4,15.3,-3.1,0.105,5.202E-03,Left,Single,1,0.489,
222.85889,77.0,16.4,14.9,198.9,22.5,2.305,5.202E-03,Right,Single,1,0.489,
222.90086,104.0,9.7,15.6,239.2,21.0,2.016,5.202E-03,Right,Single,1,0.489,
222.90520,98.6,3.6,16.4,78.0,17.9,0.587,5.202E-03,Right,Single,1,0.489,
222.91612,86.6,14.0,3.2,214.1,4.6,2.139,5.202E-03,Right,Single,1,0.489,
223.80160,108.4,2.3,14.4,102.9,13.5,0.700,5.182E-03,Left,Single,1,0.489,
223.80921,56.8,21.2,-3.0,120.8,-4.4,1.741,5.182E-03,Right,Single,1,0.489,
223.81947,108.3,-11.1,-3.5,7.8,-1.6,0.055,5.182E-03,Right,Single,1,0.489,
223.82520,100.9,13.7,-2.3,233.5,-7.9,2.008,5.182E-03,Left,Single,1,0.489,
223.82794,75.2,10.6,0.9,140.8,0.3,1.462,5.182E-03,Right,Single,1,0.489,
223.84132,105.2,-1.4,-20.6,44.3,-22.1,0.288,5.182E-03,Right,Single,1,0.489,
223.84215,79.2,22.4,-20.4,246.2,-25.4,2.944,5.182E-03,Right,Single,1,0.489,
223.85005,89.2,-2.1,-21.5,26.1,-23.9,0.194,5.182E-03,Right,Single,1,0.489,
223.85138,95.7,3.4,16.6,89.0,18.1,0.688,5.182E-03,Right,Single,1,0.489,
223.86958,49.5,26.8,-34.4,101.8,-37.0,1.714,5.182E-03,Right,Single,1,0.489,
223.87547,56.8,16.0,-27.1,127.9,-27.6,1.792,5.182E-03,Right,Single,1,0.489,
223.87778,95.9,14.2,-36.9,253.6,-47.1,2.344,5.182E-03,Right,Single,1,0.489,
223.88257,93.6,19.7,-25.5,270.2,-38.8,2.774,5.182E-03,Right,Single,1,0.489,
223.89485,83.4,38.0,-39.8,318.6,-49.2,5.390,5.182E-03,Right,Single,1,0.489,
223.89523,94.1,5.8,-15.1,132.9,-19.4,1.087,5.182E-03,Right,Single,1,0.489,
223.90674,94.5,10.7,-10.9,205.7,-11.8,1.849,5.182E-03,Right,Single,1,0.489,
223.92344,102.5,-11.3,25.6,11.9,24.1,0.077,5.182E-03,Left,Single,1,0.489,
223.93002,94.8,7.0,22.7,178.9,28.1,1.590,5.182E-03,Right,Single,1,0.489,
223.93238,103.9,11.4,49.9,207.5,57.1,1.665,5.182E-03,Left,Single,1,0.489,
223.93373,70.8,10.8,27.0,97.7,25.0,1.054,5.182E-03,Left,Single,1,0.489,
224.80730,101.5,12.7,14.3,227.1,14.3,1.860,5.182E-03,Left,Single,1,0.489,
224.81072,102.5,1.1,-16.5,65.7,-19.8,0.470,5.182E-03,Left,Single,1,0.489,
224.81199,89.4,9.2,21.1,205.4,29.9,2.089,5.182E-03,Right,Single,1,0.489,
224.81485,104.0,-2.3,0.1,46.9,-0.8,0.316,5.182E-03,Right,Single,1,0.489,
224.83583,72.3,-3.4,27.2,18.0,23.8,0.180,5.182E-03,Left,Single,1,0.489,
224.84397,106.1,13.0,-2.4,234.7,-2.5,1.944,5.182E-03,Right,Single,1,0.489,
224.85936,85.4,-7.8,26.3,14.8,28.2,0.121,5.182E-03,Left,Single,1,0.489,
224.86064,86.8,5.2,-0.9,124.2,-0.6,1.082,5.182E-03,Right,Single,1,0.489,
224.86313,95.3,-33.2,-15.6,6.4,-17.4,0.048,5.182E-03,Right,Single,1,0.489,
224.87185,48.0,6.2,4.6,112.0,3.8,1.678,5.182E-03,Left,Single,1,0.489,
224.87231,98.4,5.8,-5.0,182.4,-4.3,1.501,5.182E-03,Right,Single,1,0.489,
224.87301,96.3,16.7,6.2,279.8,3.4,2.780,5.182E-03,Left,Single,1,0.489,
224.87394,85.0,18.4,-13.6,282.2,-15.1,3.178,5.182E-03,Right,Single,1,0.489,
224.89508,103.6,-4.2,-20.5,28.0,-23.0,0.186,5.182E-03,Right,Single,1,0.489,
224.90236,79.9,1.0,-27.2,51.1,-30.0,0.444,5.182E-03,Right,Single,1,0.489,
226.80354,89.7,9.9,18.7,208.6,24.8,2.001,5.173E-03,Right,Single,1,0.489,
226.80875,102.9,22.9,39.3,370.2,49.0,3.756,5.173E-03,Left,Single,1,0.489,
226.80905,96.2,11.3,-18.0,240.6,-28.0,2.246,5.173E-03,Left,Single,1,0.489,
226.83944,89.2,15.8,-1.7,261.8,-9.8,2.753,5.173E-03,Left,Single,1,0.489,
226.84499,98.9,6.1,9.4,126.9,10.1,0.980,5.173E-03,Right,Single,1,0.489,
226.84815,95.8,1.1,18.6,84.5,19.3,0.654,5.173E-03,Right,Single,1,0.489,
226.85843,102.1,13.5,18.0,304.2,20.3,2.746,5.173E-03,Left,Single,1,0.489,
226.86882,92.7,12.1,-22.1,221.7,-30.2,2.029,5.173E-03,Right,Single,1,0.489,
226.87103,86.3,-0.7,-3.8,22.6,-4.9,0.175,5.173E-03,Right,Single,1,0.489,
226.88628,76.4,17.4,-4.8,222.4,-14.8,2.645,5.173E-03,Left,Single,1,0.489,
226.88759,86.5,8.8,15.8,178.6,21.0,1.721,5.173E-03,Right,Single,1,0.489,
226.88855,94.4,7.2,18.9,145.0,20.1,1.203,5.173E-03,Left,Single,1,0.489,
226.90568,80.4,17.2,5.9,230.5,5.1,2.569,5.173E-03,Right,Single,1,0.489,
226.91106,71.9,13.0,0.8,94.0,-1.5,1.014,5.173E-03,Right,Single,1,0.489,
226.91885,78.0,35.5,-39.1,266.3,-55.0,4.152,5.173E-03,Left,Single,1,0.489,
226.91943,85.4,20.2,9.7,287.7,7.9,3.274,5.173E-03,Left,Single,1,0.489,
227.76442,104.3,8.3,11.3,170.6,12.5,1.304,5.116E-03,Left,Single,1,0.489,
227.76652,54.6,31.4,27.3,169.7,28.5,2.967,5.116E-03,Left,Single,1,0.489,
227.77301,92.0,13.3,-23.7,234.9,-35.0,2.320,5.116E-03,Left,Single,1,0.489,
227.78189,77.7,2.4,-7.2,73.4,-8.5,0.670,5.116E-03,Right,Single,1,0.489,
227.78389,79.6,21.8,30.7,263.3,38.2,3.249,5.116E-03,Left,Single,1,0.489,
227.79575,95.7,-36.9,-20.8,5.2,-28.4,0.051,5.116E-03,Left,Single,1,0.489,
227.81359,91.5,14.5,6.9,291.2,4.5,2.980,5.116E-03,Left,Single,1,0.489,
227.82704,103.5,2.3,-1.7,74.3,-2.8,0.522,5.116E-03,Right,Single,1,0.489,
227.83708,81.1,-0.6,-60.1,8.7,-59.4,0.060,5.116E-03,Right,Single,1,0.489,
227.83741,74.1,20.3,14.0,243.1,21.5,3.097,5.116E-03,Right,Single,1,0.489,
227.83940,96.5,14.6,-23.5,250.5,-36.2,2.459,5.116E-03,Left,Single,1,0.489,
227.84115,88.5,-4.2,29.3,15.8,22.6,0.117,5.116E-03,Left,Single,1,0.489,
227.84916,67.5,7.0,-0.5,117.0,-0.4,1.287,5.116E-03,Right,Single,1,0.489,
227.85197,103.9,8.9,5.5,191.8,3.9,1.509,5.116E-03,Left,Single,1,0.489,
227.85274,88.8,-9.5,-5.1,8.0,-1.5,0.060,5.116E-03,Right,Single,1,0.489,
227.85515,97.6,2.9,-22.6,99.9,-27.6,0.758,5.116E-03,Right,Single,1,0.489,
227.86273,97.4,8.7,-26.0,171.6,-32.8,1.415,5.116E-03,Right,Single,1,0.489,
228.55524,102.7,4.9,19.6,123.5,22.1,0.913,5.135E-03,Left,Single,1,0.489,
228.55852,47.2,25.2,-2.4,94.9,-3.1,1.661,5.135E-03,Right,Single,1,0.489,
228.56536,97.5,13.0,-27.0,252.1,-36.2,2.245,5.135E-03,Right,Single,1,0.489,
228.58225,86.8,15.3,-17.2,249.4,-27.9,2.683,5.135E-03,Left,Single,1,0.489,
228.58983,102.2,17.1,-6.5,400.0,-8.9,4.254,5.135E-03,Right,Single,1,0.489,
228.59861,70.8,4.7,15.9,95.8,17.8,1.003,5.135E-03,Right,Single,1,0.489,
228.60441,98.8,14.4,9.8,310.0,18.7,3.046,5.135E-03,Right,Single,1,0.489,
228.61087,85.8,5.2,27.4,112.5,31.4,1.015,5.135E-03,Right,Single,1,0.489,
228.62972,95.3,7.1,-9.3,119.0,-11.4,0.952,5.135E-03,Right,Single,1,0.489,
228.63801,92.5,4.3,-0.6,111.9,-0.8,0.928,5.135E-03,Right,Single,1,0.489,
228.63865,98.6,20.3,44.1,313.2,56.1,3.056,5.135E-03,Left,Single,1,0.489,
228.64036,88.4,-0.2,42.3,34.1,41.4,0.272,5.135E-03,Left,Single,1,0.489,
228.69508,92.2,15.6,-9.8,251.9,-19.1,2.577,5.135E-03,Left,Single,1,0.489,
228.69644,99.7,9.7,-4.9,214.4,-3.2,1.859,5.135E-03,Right,Single,1,0.489,
228.78902,100.5,1.6,-2.2,63.7,-3.2,0.455,5.135E-03,Right,Single,1,0.489,
237.81219,99.7,6.6,-2.5,216.1,-0.9,1.808,5.231E-03,Right,Single,1,0.489,
237.85622,96.4,14.6,-5.4,287.0,-14.0,2.763,5.231E-03,Left,Single,1,0.489,
237.86771,80.3,1.8,-51.2,33.6,-54.9,0.288,5.231E-03,Right,Single,1,0.489,
238.80756,76.5,21.0,16.1,244.7,16.2,2.943,5.192E-03,Left,Single,1,0.489,
238.80845,108.6,-0.9,25.1,72.1,23.9,0.463,5.192E-03,Left,Single,1,0.489,
238.81045,97.0,5.2,3.7,155.5,5.3,1.251,5.192E-03,Right,Single,1,0.489,
238.81523,102.3,-12.0,-1.5,11.6,-2.1,0.075,5.192E-03,Right,Single,1,0.489,
238.82679,85.9,-3.0,-0.3,19.8,1.2,0.156,5.192E-03,Right,Single,1,0.489,
238.83102,70.8,10.6,-5.9,114.5,-7.1,1.245,5.192E-03,Right,Single,1,0.489,
238.83652,97.7,4.9,1.0,81.6,-0.8,0.619,5.192E-03,Right,Single,1,0.489,
238.83836,83.4,8.6,21.6,136.6,24.2,1.265,5.192E-03,Right,Single,1,0.489,
238.85762,95.5,-13.8,-5.4,8.7,-15.9,0.067,5.192E-03,Left,Single,1,0.489,
238.86044,96.5,-11.0,-2.6,13.4,-5.3,0.098,5.192E-03,Right,Single,1,0.489,
238.86475,97.7,5.7,23.9,142.7,25.5,1.109,5.192E-03,Left,Single,1,0.489,
238.86999,80.1,10.8,-17.4,146.2,-24.3,1.484,5.192E-03,Left,Single,1,0.489,
239.58256,100.3,1.8,25.1,105.0,27.0,0.789,5.135E-03,Right,Single,1,0.489,
239.58297,98.9,0.9,-12.5,83.5,-16.6,0.624,5.135E-03,Left,Single,1,0.489,
239.58994,98.4,9.0,-26.6,102.5,-32.5,0.779,5.135E-03,Right,Single,1,0.489,
240.81971,98.8,-12.7,-19.1,17.8,-24.0,0.111,5.290E-03,Right,Single,1,0.489,
240.82612,70.8,0.3,33.5,37.2,31.6,0.371,5.290E-03,Left,Single,1,0.489,
244.80253,77.4,14.2,-61.9,187.2,-74.6,1.984,5.320E-03,Left,Single,1,0.489,
244.80295,75.7,18.2,22.4,232.9,24.1,2.805,5.320E-03,Left,Single,1,0.489,
244.84295,88.9,10.6,-25.0,208.7,-33.7,1.984,5.320E-03,Right,Single,1,0.489,
244.85024,63.9,16.3,-2.3,104.1,-2.5,1.297,5.320E-03,Right,Single,1,0.489,
244.85983,62.5,16.9,-28.4,151.7,-31.6,2.045,5.320E-03,Right,Single,1,0.489,
244.86227,97.2,8.6,-3.4,142.7,-6.6,1.147,5.320E-03,Right,Single,1,0.489,
244.87134,93.8,9.4,-3.4,151.5,-5.2,1.282,5.320E-03,Right,Single,1,0.489,
245.80404,96.0,4.3,10.2,103.6,9.2,0.797,5.290E-03,Left,Single,1,0.489,
245.80693,85.0,18.7,-10.5,283.6,-13.1,3.305,5.290E-03,Right,Single,1,0.489,
245.81240,111.7,3.8,-26.4,138.0,-31.6,0.937,5.290E-03,Right,Single,1,0.489,
245.81991,69.4,19.9,15.9,193.2,23.1,2.624,5.290E-03,Right,Single,1,0.489,
245.82587,64.0,27.1,-9.4,228.7,-4.1,3.839,5.290E-03,Right,Single,1,0.489,
245.82767,91.3,15.5,-9.8,262.2,-21.1,2.706,5.290E-03,Left,Single,1,0.489,
245.82870,105.1,-2.0,18.9,61.4,17.9,0.398,5.290E-03,Left,Single,1,0.489,
245.83098,99.0,3.5,-28.3,106.5,-32.1,0.780,5.290E-03,Right,Single,1,0.489,
245.84353,78.5,23.8,-26.9,255.3,-40.1,3.334,5.290E-03,Right,Single,1,0.489,
245.84942,81.7,25.6,40.6,283.9,50.8,3.448,5.290E-03,Left,Single,1,0.489,
245.87406,98.0,4.6,28.9,82.7,29.9,0.614,5.290E-03,Right,Single,1,0.489,
245.89028,102.5,6.0,26.2,102.0,27.8,0.747,5.290E-03,Left,Single,1,0.489,
246.55473,105.8,6.2,15.2,173.0,19.6,1.334,5.202E-03,Right,Single,1,0.489,
246.56152,107.6,-12.2,-0.4,12.9,-2.6,0.084,5.202E-03,Right,Single,1,0.489,
246.56205,79.4,-15.3,-15.3,10.9,-22.2,0.084,5.202E-03,Right,Single,1,0.489,
246.58067,106.1,7.1,1.2,227.1,5.0,1.817,5.202E-03,Right,Single,1,0.489,
246.58451,99.9,3.0,-20.9,96.4,-25.2,0.717,5.202E-03,Right,Single,1,0.489,
246.58792,107.2,1.4,25.4,80.2,25.1,0.537,5.202E-03,Left,Single,1,0.489,
254.81094,91.0,-13.1,8.7,15.8,6.5,0.114,5.240E-03,Left,Single,1,0.489,
254.81865,103.0,7.5,5.2,238.7,7.2,1.970,5.240E-03,Right,Single,1,0.489,
254.85259,86.1,2.9,-22.6,77.5,-26.0,0.647,5.240E-03,Right,Single,1,0.489,
254.86611,94.0,-12.4,-8.6,9.5,-10.2,0.072,5.240E-03,Right,Single,1,0.489,
254.86748,106.5,1.9,25.3,73.0,24.9,0.493,5.240E-03,Left,Single,1,0.489,
254.87170,100.4,-7.5,-0.7,10.9,-4.3,0.066,5.240E-03,Right,Single,1,0.489,
254.87214,77.1,-9.6,27.3,9.2,17.7,0.080,5.240E-03,Left,Single,1,0.489,
254.90234,99.7,-5.0,29.0,19.5,25.4,0.132,5.240E-03,Left,Single,1,0.489,
255.63363,98.6,8.2,-18.5,213.7,-27.4,1.840,5.192E-03,Left,Single,1,0.489,
255.63954,104.4,4.3,-22.4,106.3,-26.7,0.757,5.192E-03,Right,Single,1,0.489,
255.64131,102.3,10.2,-3.1,278.1,-10.4,2.430,5.192E-03,Left,Single,1,0.489,
255.66464,95.8,-13.1,-1.3,7.0,-1.3,0.042,5.192E-03,Right,Single,1,0.489,
255.67451,100.9,5.2,24.7,121.5,26.0,0.905,5.192E-03,Left,Single,1,0.489,
255.68105,104.4,7.2,14.3,134.8,13.4,0.990,5.192E-03,Left,Single,1,0.489,
255.68769,107.8,1.8,0.2,8.7,-8.5,0.053,5.192E-03,Right,Single,1,0.489,
255.70638,98.6,1.6,1.3,46.6,0.1,0.331,5.192E-03,Right,Single,1,0.489,
255.70889,102.8,-5.5,29.1,20.5,25.9,0.132,5.192E-03,Left,Single,1,0.489,
255.72063,100.7,-4.9,7.8,11.8,4.7,0.079,5.192E-03,Left,Single,1,0.489,
256.55611,95.4,13.1,-20.0,229.9,-31.4,2.216,5.211E-03,Left,Single,1,0.489,
256.56260,101.1,3.0,21.6,96.0,22.6,0.695,5.211E-03,Left,Single,1,0.489,
256.57161,79.4,21.4,1.2,258.1,-8.5,3.409,5.211E-03,Left,Single,1,0.489,
256.57248,94.1,5.5,-24.6,80.5,-27.7,0.621,5.211E-03,Right,Single,1,0.489,
256.57604,98.8,14.1,10.6,250.9,17.5,2.335,5.211E-03,Right,Single,1,0.489,
256.57795,91.4,9.0,15.6,133.7,17.7,1.175,5.211E-03,Right,Single,1,0.489,
256.58589,98.0,-2.6,11.8,14.2,6.9,0.091,5.211E-03,Left,Single,1,0.489,
256.60322,99.7,0.1,22.1,61.6,21.2,0.439,5.211E-03,Left,Single,1,0.489,
256.60851,93.4,-2.8,-17.2,32.4,-20.8,0.246,5.211E-03,Left,Single,1,0.489,
256.62315,94.3,10.0,20.9,217.6,24.6,1.980,5.211E-03,Left,Single,1,0.489,
256.63804,89.8,8.2,17.2,220.2,18.0,2.099,5.211E-03,Left,Single,1,0.489,
256.63892,93.8,15.0,-19.2,284.0,-26.6,2.846,5.211E-03,Right,Single,1,0.489,
256.64028,101.5,-4.8,22.8,24.2,24.9,0.168,5.211E-03,Right,Single,1,0.489,
257.80244,88.2,16.0,-24.8,233.6,-38.9,2.594,5.260E-03,Left,Single,1,0.489,
257.81289,96.0,4.3,7.1,97.9,5.5,0.755,5.260E-03,Left,Single,1,0.489,
257.81803,95.2,8.3,26.0,178.2,32.0,1.544,5.260E-03,Right,Single,1,0.489,
257.82015,66.0,19.5,-3.9,189.0,-12.6,2.598,5.260E-03,Left,Single,1,0.489,
257.82850,92.0,6.1,8.6,232.2,13.0,2.153,5.260E-03,Right,Single,1,0.489,
257.83071,65.9,9.2,19.7,93.8,22.3,1.082,5.260E-03,Right,Single,1,0.489,
257.84199,101.8,4.7,-40.9,96.8,-45.0,0.699,5.260E-03,Right,Single,1,0.489,
257.84300,104.2,-2.1,-23.4,27.4,-25.2,0.172,5.260E-03,Right,Single,1,0.489,
257.84657,104.7,-27.8,-7.2,8.9,-6.3,0.050,5.260E-03,Right,Single,1,0.489,
257.85514,72.6,29.1,-14.4,230.0,-28.8,3.563,5.260E-03,Left,Single,1,0.489,
257.85648,98.8,-11.2,-19.9,14.3,-21.1,0.087,5.260E-03,Right,Single,1,0.489,
257.86644,69.6,4.8,-54.7,41.3,-60.9,0.410,5.260E-03,Left,Single,1,0.489,
257.86719,61.2,10.5,29.1,80.4,30.1,0.971,5.260E-03,Left,Single,1,0.489,
257.89891,101.2,-4.8,-9.2,15.8,-12.4,0.107,5.260E-03,Left,Single,1,0.489,
257.90627,99.3,4.6,-30.2,107.9,-34.1,0.807,5.260E-03,Right,Single,1,0.489,
257.91072,75.2,4.0,-10.7,69.7,-13.5,0.672,5.260E-03,Left,Single,1,0.489,
259.55326,67.4,11.8,24.2,96.7,23.6,1.087,5.173E-03,Left,Single,1,0.489,
259.55508,93.3,5.4,-10.0,110.2,-13.5,0.890,5.173E-03,Right,Single,1,0.489,
259.55775,102.7,8.4,4.2,240.2,0.2,2.053,5.173E-03,Left,Single,1,0.489,
259.55859,100.9,15.2,-8.2,261.1,-8.8,2.301,5.173E-03,Right,Single,1,0.489,
259.56472,106.3,4.9,-15.6,162.8,-21.3,1.211,5.173E-03,Right,Single,1,0.489,
259.57190,96.6,9.7,-11.7,210.8,-20.5,1.895,5.173E-03,Left,Single,1,0.489,
259.57832,75.3,13.6,-22.7,189.4,-33.0,2.193,5.173E-03,Left,Single,1,0.489,
259.59391,97.1,-17.2,20.7,7.4,22.5,0.054,5.173E-03,Right,Single,1,0.489,
259.60801,101.0,-4.9,-25.0,28.6,-26.6,0.186,5.173E-03,Right,Single,1,0.489,
259.61615,98.5,6.2,20.3,196.1,26.6,1.657,5.173E-03,Right,Single,1,0.489,
