daytime,ExitSpeed,VExitAngle,HExitAngle,Carry,Bearing,HangTime,rho,hand,outcome,slg,LW,
212.86403,84.3,-2.3,-46.9,23.7,-51.0,0.177,5.221E-03,Right,Ground Out,0,-0.289,
212.86459,62.2,-41.3,-3.7,4.1,20.0,0.053,5.221E-03,Right,Ground Out,0,-0.289,
212.87411,93.9,-12.7,-14.1,12.4,-18.7,0.086,5.221E-03,Left,Ground Out,0,-0.289,
212.88602,62.3,-29.2,20.4,4.8,22.5,0.056,5.221E-03,Right,Ground Out,0,-0.289,
212.92396,70.1,2.0,19.0,37.6,15.9,0.368,5.221E-03,Left,Ground Out,0,-0.289,
214.55318,88.1,-3.3,-30.6,14.8,-31.5,0.114,5.211E-03,Left,Ground Out,0,-0.289,
214.55420,67.9,15.3,-10.8,106.2,-12.4,1.215,5.211E-03,Left,Ground Out,0,-0.289,
214.56767,96.0,-18.5,33.2,9.6,24.2,0.070,5.211E-03,Left,Ground Out,0,-0.289,
214.57242,93.5,-5.0,7.1,21.6,5.7,0.160,5.211E-03,Right,Ground Out,0,-0.289,
214.57716,64.6,9.4,3.1,99.3,4.0,1.135,5.211E-03,Right,Ground Out,0,-0.289,
214.57832,88.6,0.5,-24.7,53.5,-28.3,0.443,5.211E-03,Left,Ground Out,0,-0.289,
214.58811,91.2,-0.7,35.7,49.3,32.9,0.375,5.211E-03,Left,Ground Out,0,-0.289,
214.60061,89.0,-3.3,-10.0,19.7,-10.3,0.148,5.211E-03,Left,Ground Out,0,-0.289,
214.65260,58.2,-21.7,19.7,3.5,78.6,0.051,5.211E-03,Right,Ground Out,0,-0.289,
214.65332,63.9,-13.8,-34.5,9.6,-40.1,0.089,5.211E-03,Right,Ground Out,0,-0.289,
214.65568,99.0,8.5,40.1,217.4,51.4,1.917,5.211E-03,Right,Ground Out,0,-0.289,
214.65631,79.8,-7.5,-19.7,8.3,-21.2,0.080,5.211E-03,Right,Ground Out,0,-0.289,
214.66389,92.7,-30.6,15.5,6.2,23.8,0.055,5.211E-03,Right,Ground Out,0,-0.289,
177.85469,78.1,-9.7,45.8,9.8,37.4,0.068,5.088E-03,Left,Grounded Into DP,0,-0.289,
177.85539,85.3,-0.8,-9.8,64.5,-12.4,0.532,5.088E-03,Left,Grounded Into DP,0,-0.289,
177.89310,69.9,1.4,6.6,39.0,4.2,0.401,5.088E-03,Left,Grounded Into DP,0,-0.289,
178.62944,72.9,9.9,-8.6,126.7,-15.2,1.356,5.088E-03,Left,Grounded Into DP,0,-0.289,
179.57914,107.4,-1.1,-3.8,98.9,-7.9,0.669,5.163E-03,Left,Grounded Into DP,0,-0.289,
179.59863,99.6,2.4,-8.9,99.8,-12.5,0.739,5.163E-03,Left,Grounded Into DP,0,-0.289,
179.64862,69.7,-12.3,0.3,8.7,-7.1,0.075,5.163E-03,Left,Grounded Into DP,0,-0.289,
180.80682,91.8,-0.7,3.0,51.1,0.7,0.371,5.144E-03,Left,Grounded Into DP,0,-0.289,
180.88725,78.5,8.3,9.7,129.6,8.1,1.267,5.144E-03,Left,Grounded Into DP,0,-0.289,
181.81198,69.6,-14.5,-32.9,41.3,-34.0,0.450,5.182E-03,Right,Grounded Into DP,0,-0.289,
181.81681,71.8,-16.8,6.0,7.6,1.3,0.056,5.182E-03,Right,Grounded Into DP,0,-0.289,
181.87192,69.4,-7.1,7.4,6.8,11.9,0.063,5.182E-03,Right,Grounded Into DP,0,-0.289,
181.88248,55.1,20.6,11.7,85.4,11.7,1.280,5.182E-03,Right,Grounded Into DP,0,-0.289,
182.85644,85.7,2.4,11.1,84.5,12.1,0.724,5.221E-03,Right,Grounded Into DP,0,-0.289,
183.78325,78.4,-1.4,-5.7,29.2,-5.6,0.252,5.182E-03,Left,Grounded Into DP,0,-0.289,
183.81172,76.4,-34.9,-7.0,5.1,-8.5,0.048,5.182E-03,Right,Grounded Into DP,0,-0.289,
183.84405,87.8,5.3,8.0,108.6,8.8,0.929,5.182E-03,Right,Grounded Into DP,0,-0.289,
198.81191,75.9,-15.3,8.6,6.8,0.9,0.048,5.240E-03,Left,Grounded Into DP,0,-0.289,
198.83821,91.4,-26.4,11.8,7.7,-3.3,0.043,5.240E-03,Left,Grounded Into DP,0,-0.289,
200.65454,84.3,-12.9,43.3,13.5,34.9,0.089,5.260E-03,Left,Grounded Into DP,0,-0.289,
208.76038,96.6,-1.0,-28.6,24.6,-31.9,0.171,5.144E-03,Right,Grounded Into DP,0,-0.289,
208.77493,48.4,20.5,-13.0,116.0,-14.5,1.876,5.144E-03,Right,Grounded Into DP,0,-0.289,
208.84086,59.2,10.2,37.5,84.2,38.3,1.064,5.144E-03,Left,Grounded Into DP,0,-0.289,
209.89619,103.0,-3.7,-29.3,13.2,-34.6,0.089,5.280E-03,Right,Grounded Into DP,0,-0.289,
209.96578,61.9,6.3,-11.0,87.2,-13.7,1.062,5.280E-03,Right,Grounded Into DP,0,-0.289,
210.84017,103.9,-11.9,-11.7,10.0,-9.1,0.062,5.221E-03,Right,Grounded Into DP,0,-0.289,
210.84630,57.7,5.2,-12.2,63.4,-14.1,0.774,5.221E-03,Right,Grounded Into DP,0,-0.289,
210.86111,97.4,-7.5,12.4,9.4,5.1,0.078,5.221E-03,Left,Grounded Into DP,0,-0.289,
212.81556,67.0,0.6,2.1,10.8,-1.2,0.112,5.221E-03,Right,Grounded Into DP,0,-0.289,
222.91212,81.3,0.8,-5.7,34.5,-9.0,0.302,5.202E-03,Right,Grounded Into DP,0,-0.289,
223.82848,84.5,-27.8,-12.1,8.2,-14.6,0.064,5.182E-03,Right,Grounded Into DP,0,-0.289,
223.87456,95.6,-4.4,-4.6,22.4,-7.2,0.166,5.182E-03,Right,Grounded Into DP,0,-0.289,
223.89823,84.9,-9.6,14.3,5.8,8.5,0.054,5.182E-03,Left,Grounded Into DP,0,-0.289,
226.80468,86.2,0.5,11.9,48.3,9.8,0.397,5.173E-03,Left,Grounded Into DP,0,-0.289,
226.83351,92.7,-21.0,-0.4,6.0,-10.8,0.055,5.173E-03,Right,Grounded Into DP,0,-0.289,
226.88986,96.5,-3.5,-11.6,27.6,-14.5,0.204,5.173E-03,Left,Grounded Into DP,0,-0.289,
239.55971,105.2,-6.1,-0.3,12.8,-7.1,0.080,5.135E-03,Right,Grounded Into DP,0,-0.289,
245.83292,76.0,7.8,11.2,126.0,12.8,1.304,5.290E-03,Right,Grounded Into DP,0,-0.289,
245.92532,70.7,-33.3,7.1,5.2,18.4,0.047,5.290E-03,Right,Grounded Into DP,0,-0.289,
246.58157,91.3,5.0,-28.8,61.7,-31.4,0.501,5.202E-03,Right,Grounded Into DP,0,-0.289,
254.81536,51.7,26.7,29.9,102.8,29.5,1.690,5.240E-03,Left,Grounded Into DP,0,-0.289,
254.82641,93.2,5.2,12.0,89.8,9.6,0.710,5.240E-03,Left,Grounded Into DP,0,-0.289,
254.83894,75.9,-7.1,-21.5,10.4,-30.0,0.069,5.240E-03,Right,Grounded Into DP,0,-0.289,
255.66667,103.7,-6.9,-22.9,19.2,-27.6,0.118,5.192E-03,Right,Grounded Into DP,0,-0.289,
255.72179,80.7,4.1,-1.1,109.6,-4.9,1.019,5.192E-03,Left,Grounded Into DP,0,-0.289,
256.58738,76.2,7.1,-16.2,114.7,-18.7,1.129,5.211E-03,Right,Grounded Into DP,0,-0.289,
256.64109,61.5,18.1,-3.6,122.3,-7.5,1.597,5.211E-03,Right,Grounded Into DP,0,-0.289,
257.84734,76.0,-6.2,-30.9,10.0,-28.8,0.082,5.260E-03,Right,Grounded Into DP,0,-0.289,
257.90240,103.2,-2.0,12.4,31.7,11.9,0.217,5.260E-03,Right,Grounded Into DP,0,-0.289,
257.91461,67.4,7.5,1.8,56.8,1.9,0.602,5.260E-03,Right,Grounded Into DP,0,-0.289,
258.82170,63.1,11.7,-4.4,96.1,-5.9,1.150,5.250E-03,Right,Grounded Into DP,0,-0.289,
262.63517,71.2,1.0,-0.1,40.8,-3.4,0.397,5.182E-03,Right,Grounded Into DP,0,-0.289,
262.70674,70.6,7.5,4.3,98.8,4.9,1.048,5.182E-03,Right,Grounded Into DP,0,-0.289,
262.72831,38.8,-9.7,1.9,10.5,4.4,0.207,5.182E-03,Left,Grounded Into DP,0,-0.289,
275.85041,94.2,-16.7,-5.5,11.3,-11.0,0.070,5.381E-03,Right,Grounded Into DP,0,-0.289,
275.90356,88.1,-3.3,-18.5,37.9,-21.4,0.287,5.381E-03,Right,Grounded Into DP,0,-0.289,
275.93925,96.2,2.1,-7.8,89.7,-11.5,0.697,5.381E-03,Left,Grounded Into DP,0,-0.289,
222.82324,73.0,-14.8,-6.3,5.8,-15.9,0.061,5.202E-03,Right,Groundout,0,-0.289,
222.82596,81.6,-4.8,-48.1,17.9,-48.9,0.137,5.202E-03,Right,Groundout,0,-0.289,
222.82619,86.6,-3.1,-37.1,25.2,-37.7,0.193,5.202E-03,Right,Groundout,0,-0.289,
222.83125,50.3,32.9,20.2,104.8,19.1,1.979,5.202E-03,Right,Groundout,0,-0.289,
222.83868,89.4,14.4,56.2,229.2,64.7,2.266,5.202E-03,Right,Groundout,0,-0.289,
222.83896,53.2,3.1,-3.8,68.6,-5.9,0.910,5.202E-03,Right,Groundout,0,-0.289,
222.84897,81.4,-5.8,-26.7,21.9,-26.8,0.171,5.202E-03,Right,Groundout,0,-0.289,
222.84986,77.3,1.9,32.3,42.1,31.1,0.382,5.202E-03,Left,Groundout,0,-0.289,
222.85334,85.4,-5.4,-14.6,18.8,-18.4,0.142,5.202E-03,Right,Groundout,0,-0.289,
222.85611,70.1,-5.3,-19.5,13.1,-29.8,0.109,5.202E-03,Right,Groundout,0,-0.289,
222.87916,91.1,-17.4,-13.7,6.3,-12.5,0.040,5.202E-03,Right,Groundout,0,-0.289,
222.89279,89.3,7.3,7.1,134.3,9.1,1.169,5.202E-03,Right,Groundout,0,-0.289,
222.89392,81.1,-22.5,-13.0,5.6,-16.6,0.053,5.202E-03,Right,Groundout,0,-0.289,
222.89532,58.2,-4.4,-22.0,17.2,-27.3,0.201,5.202E-03,Right,Groundout,0,-0.289,
222.89943,63.3,10.8,39.6,83.0,39.1,0.971,5.202E-03,Left,Groundout,0,-0.289,
222.90361,75.5,-1.6,36.5,11.1,35.8,0.091,5.202E-03,Left,Groundout,0,-0.289,
222.91444,96.1,4.8,16.9,113.6,16.3,0.880,5.202E-03,Left,Groundout,0,-0.289,
222.91755,100.7,-0.3,-40.8,67.4,-44.1,0.471,5.202E-03,Right,Groundout,0,-0.289,
222.91928,45.9,22.7,-37.0,95.0,-38.8,1.677,5.202E-03,Right,Groundout,0,-0.289,
223.81424,87.0,-26.7,21.9,6.7,12.0,0.056,5.182E-03,Left,Groundout,0,-0.289,
223.83543,102.9,-11.0,17.0,9.6,16.0,0.066,5.182E-03,Right,Groundout,0,-0.289,
223.84709,95.3,2.5,14.5,70.1,14.4,0.539,5.182E-03,Right,Groundout,0,-0.289,
223.84781,91.5,2.6,39.3,53.4,38.9,0.421,5.182E-03,Left,Groundout,0,-0.289,
223.86736,94.4,-8.6,-13.3,17.4,-9.8,0.126,5.182E-03,Right,Groundout,0,-0.289,
223.88338,89.9,-12.2,-26.6,15.6,-28.3,0.102,5.182E-03,Right,Groundout,0,-0.289,
223.88628,48.5,34.7,-21.1,92.4,-24.5,1.845,5.182E-03,Left,Groundout,0,-0.289,
223.92267,53.9,4.5,-7.6,54.7,-8.0,0.694,5.182E-03,Right,Groundout,0,-0.289,
223.92675,85.4,-8.0,-19.7,14.5,-27.2,0.114,5.182E-03,Right,Groundout,0,-0.289,
224.80565,86.0,-1.9,-29.7,39.7,-30.2,0.311,5.182E-03,Right,Groundout,0,-0.289,
224.80878,103.8,-7.2,4.4,16.2,3.3,0.102,5.182E-03,Right,Groundout,0,-0.289,
224.84017,84.1,-9.1,-47.6,12.2,-48.9,0.086,5.182E-03,Right,Groundout,0,-0.289,
224.84056,89.3,-9.8,-9.6,9.7,-10.4,0.075,5.182E-03,Right,Groundout,0,-0.289,
224.84828,65.6,-1.5,9.2,6.3,12.0,0.064,5.182E-03,Right,Groundout,0,-0.289,
224.88493,98.7,-9.2,14.9,11.1,17.2,0.080,5.182E-03,Right,Groundout,0,-0.289,
224.91212,84.3,8.6,15.7,124.2,16.9,1.122,5.182E-03,Left,Groundout,0,-0.289,
224.91624,88.1,-6.3,34.3,20.5,34.1,0.163,5.182E-03,Left,Groundout,0,-0.289,
226.80747,92.5,0.5,11.0,54.9,10.9,0.418,5.173E-03,Left,Groundout,0,-0.289,
226.81517,90.6,-3.9,17.6,15.2,13.0,0.118,5.173E-03,Left,Groundout,0,-0.289,
226.81561,63.5,17.0,-11.5,146.3,-12.4,1.941,5.173E-03,Right,Groundout,0,-0.289,
226.81813,60.8,-15.1,3.7,11.5,2.6,0.108,5.173E-03,Right,Groundout,0,-0.289,
226.82544,64.1,-2.1,13.8,17.1,8.8,0.196,5.173E-03,Right,Groundout,0,-0.289,
226.82788,54.5,15.3,31.3,85.9,31.5,1.167,5.173E-03,Left,Groundout,0,-0.289,
226.83618,50.0,19.6,-4.5,96.2,-5.4,1.487,5.173E-03,Right,Groundout,0,-0.289,
226.84402,62.0,12.6,-3.4,67.2,-4.0,0.839,5.173E-03,Right,Groundout,0,-0.289,
226.84457,72.9,-9.8,-5.6,16.2,-4.9,0.147,5.173E-03,Right,Groundout,0,-0.289,
226.85340,96.3,-2.3,8.4,33.6,7.4,0.244,5.173E-03,Right,Groundout,0,-0.289,
226.87514,51.0,16.9,23.5,98.0,22.8,1.486,5.173E-03,Left,Groundout,0,-0.289,
226.88147,51.8,19.0,9.6,108.9,11.2,1.638,5.173E-03,Left,Groundout,0,-0.289,
226.88214,66.0,-27.4,42.6,7.2,23.9,0.071,5.173E-03,Left,Groundout,0,-0.289,
226.88506,78.8,-2.9,-38.0,16.1,-37.0,0.135,5.173E-03,Right,Groundout,0,-0.289,
226.89750,99.3,0.9,-17.2,61.0,-20.5,0.432,5.173E-03,Right,Groundout,0,-0.289,
227.76076,78.1,46.0,-29.7,249.5,-49.6,5.041,5.116E-03,Left,Groundout,0,-0.289,
227.76163,76.5,-14.1,33.0,7.2,24.9,0.061,5.116E-03,Left,Groundout,0,-0.289,
227.77257,90.0,-3.9,13.6,19.3,11.5,0.143,5.116E-03,Left,Groundout,0,-0.289,
227.78057,97.3,-21.7,-54.8,8.0,-50.1,0.056,5.116E-03,Right,Groundout,0,-0.289,
227.78856,92.0,36.8,-35.9,329.8,-47.4,4.757,5.116E-03,Right,Groundout,0,-0.289,
227.78889,87.9,1.1,-14.8,86.0,-17.3,0.696,5.116E-03,Right,Groundout,0,-0.289,
227.79477,72.2,11.6,32.1,93.8,32.7,0.972,5.116E-03,Left,Groundout,0,-0.289,
227.79527,56.3,20.2,-16.9,100.0,-19.9,1.463,5.116E-03,Right,Groundout,0,-0.289,
227.80350,65.9,17.6,-25.4,122.9,-28.6,1.501,5.116E-03,Right,Groundout,0,-0.289,
227.80398,74.8,4.3,-32.3,57.1,-35.1,0.531,5.116E-03,Right,Groundout,0,-0.289,
227.81517,80.1,-22.7,21.7,7.4,16.1,0.072,5.116E-03,Left,Groundout,0,-0.289,
227.81713,76.1,-14.7,7.9,8.6,7.8,0.077,5.116E-03,Right,Groundout,0,-0.289,
227.81822,96.9,-9.1,17.8,9.2,12.3,0.068,5.116E-03,Left,Groundout,0,-0.289,
227.84757,72.3,-1.5,35.6,42.9,33.4,0.400,5.116E-03,Left,Groundout,0,-0.289,
227.86765,94.2,-9.5,0.7,12.9,-6.3,0.095,5.116E-03,Right,Groundout,0,-0.289,
227.88163,50.6,19.3,37.1,85.2,36.8,1.303,5.116E-03,Left,Groundout,0,-0.289,
227.88350,48.8,27.0,-18.4,97.0,-22.1,1.687,5.116E-03,Right,Groundout,0,-0.289,
228.57843,83.7,-10.7,16.4,7.6,18.5,0.060,5.135E-03,Right,Groundout,0,-0.289,
228.58031,83.0,-2.4,52.6,37.5,51.6,0.305,5.135E-03,Left,Groundout,0,-0.289,
228.58054,68.3,9.0,22.6,80.3,21.3,0.865,5.135E-03,Left,Groundout,0,-0.289,
228.59057,93.2,0.9,-0.8,58.0,-1.2,0.440,5.135E-03,Right,Groundout,0,-0.289,
228.61810,101.9,-5.0,-0.2,14.5,1.3,0.101,5.135E-03,Right,Groundout,0,-0.289,
228.68818,61.4,27.1,-25.5,120.5,-28.6,1.777,5.135E-03,Right,Groundout,0,-0.289,
228.77126,80.9,-9.8,-14.2,12.3,-23.6,0.096,5.135E-03,Right,Groundout,0,-0.289,
228.77468,61.4,-9.1,0.5,16.6,2.7,0.198,5.135E-03,Left,Groundout,0,-0.289,
228.78611,65.5,-25.4,18.2,4.9,19.4,0.051,5.135E-03,Right,Groundout,0,-0.289,
228.78985,88.5,34.6,36.6,323.2,46.0,4.571,5.135E-03,Right,Groundout,0,-0.289,
228.79079,94.4,-2.3,0.0,33.0,-1.5,0.246,5.135E-03,Right,Groundout,0,-0.289,
237.81382,82.1,-1.8,-31.6,30.1,-34.5,0.248,5.231E-03,Right,Groundout,0,-0.289,
237.81808,99.3,23.8,53.4,387.3,64.6,3.949,5.231E-03,Left,Groundout,0,-0.289,
237.82065,67.1,16.1,13.9,109.1,14.8,1.298,5.231E-03,Left,Groundout,0,-0.289,
237.82787,80.4,8.2,-10.0,117.8,-12.2,1.108,5.231E-03,Right,Groundout,0,-0.289,
237.82845,85.8,-17.6,11.0,6.5,-5.1,0.053,5.231E-03,Right,Groundout,0,-0.289,
237.83214,99.3,-2.3,-30.7,35.0,-31.2,0.231,5.231E-03,Right,Groundout,0,-0.289,
237.83352,100.5,0.2,-48.3,43.2,-50.8,0.294,5.231E-03,Right,Groundout,0,-0.289,
237.84861,95.5,-5.6,16.3,7.1,12.4,0.058,5.231E-03,Left,Groundout,0,-0.289,
237.85433,83.1,-4.2,-35.2,18.4,-33.8,0.130,5.231E-03,Right,Groundout,0,-0.289,
237.85705,77.8,1.1,35.1,41.9,36.2,0.381,5.231E-03,Right,Groundout,0,-0.289,
237.86029,84.9,-12.2,-30.7,8.7,-38.6,0.060,5.231E-03,Right,Groundout,0,-0.289,
237.86084,82.6,5.6,-37.8,58.3,-41.5,0.471,5.231E-03,Right,Groundout,0,-0.289,
237.86485,102.0,2.3,13.6,92.4,14.9,0.673,5.231E-03,Right,Groundout,0,-0.289,
237.87902,61.3,-12.7,26.2,14.7,25.1,0.162,5.231E-03,Left,Groundout,0,-0.289,
237.88654,89.5,11.3,-45.8,213.6,-58.5,2.056,5.231E-03,Left,Groundout,0,-0.289,
237.89065,89.2,-9.8,39.1,8.1,33.2,0.057,5.231E-03,Left,Groundout,0,-0.289,
237.89104,59.4,19.3,-18.1,114.8,-20.5,1.565,5.231E-03,Right,Groundout,0,-0.289,
238.80519,76.0,-21.2,-3.4,6.2,-22.4,0.065,5.192E-03,Left,Groundout,0,-0.289,
238.81348,54.6,18.2,9.5,104.0,7.7,1.510,5.192E-03,Right,Groundout,0,-0.289,
238.81867,60.0,16.2,-9.5,102.1,-12.7,1.321,5.192E-03,Right,Groundout,0,-0.289,
238.82314,83.1,-12.8,23.2,11.3,17.2,0.093,5.192E-03,Right,Groundout,0,-0.289,
238.84245,92.1,-8.1,30.9,21.7,27.8,0.161,5.192E-03,Left,Groundout,0,-0.289,
238.84616,45.1,31.1,-19.1,85.5,-22.6,1.675,5.192E-03,Right,Groundout,0,-0.289,
238.85713,92.9,-9.1,-5.0,8.1,-10.4,0.060,5.192E-03,Right,Groundout,0,-0.289,
238.86870,78.6,-0.8,16.7,32.8,15.3,0.304,5.192E-03,Right,Groundout,0,-0.289,
238.87869,60.0,21.5,-29.1,121.5,-32.9,1.655,5.192E-03,Right,Groundout,0,-0.289,
238.88833,102.4,-12.1,37.5,11.2,25.9,0.066,5.192E-03,Left,Groundout,0,-0.289,
238.89929,54.8,-22.4,-23.9,4.0,-36.9,0.066,5.192E-03,Right,Groundout,0,-0.289,
239.55372,90.0,-6.8,13.7,10.8,14.3,0.086,5.135E-03,Right,Groundout,0,-0.289,
239.55494,77.5,-28.6,37.8,4.8,36.9,0.056,5.135E-03,Left,Groundout,0,-0.289,
239.56308,89.6,-7.1,48.5,14.9,49.3,0.127,5.135E-03,Right,Groundout,0,-0.289,
239.56407,74.9,-5.4,13.8,11.3,11.4,0.106,5.135E-03,Left,Groundout,0,-0.289,
239.58787,50.9,16.5,19.9,110.6,18.5,1.723,5.135E-03,Left,Groundout,0,-0.289,
239.59275,92.0,-1.3,13.8,54.8,11.7,0.408,5.135E-03,Left,Groundout,0,-0.289,
239.59539,82.0,0.7,-8.6,17.4,-10.6,0.153,5.135E-03,Right,Groundout,0,-0.289,
239.59647,101.2,-1.2,16.0,86.2,14.9,0.594,5.135E-03,Left,Groundout,0,-0.289,
240.81300,74.0,-0.6,2.9,45.7,1.8,0.431,5.290E-03,Right,Groundout,0,-0.289,
244.80760,105.2,4.7,-16.5,109.1,-20.1,0.776,5.320E-03,Right,Groundout,0,-0.289,
244.81035,106.1,3.9,31.1,74.0,31.5,0.512,5.320E-03,Left,Groundout,0,-0.289,
244.81616,99.4,-23.5,-8.8,7.9,-13.1,0.047,5.320E-03,Right,Groundout,0,-0.289,
244.82829,95.4,-0.7,-17.0,47.9,-20.4,0.353,5.320E-03,Right,Groundout,0,-0.289,
244.83182,98.4,-1.6,19.1,36.6,17.8,0.259,5.320E-03,Left,Groundout,0,-0.289,
244.83235,90.4,-21.1,-9.7,7.6,-11.7,0.060,5.320E-03,Right,Groundout,0,-0.289,
244.83392,86.9,2.8,39.7,64.5,39.5,0.530,5.320E-03,Left,Groundout,0,-0.289,
244.83495,97.7,4.6,8.0,81.0,7.7,0.601,5.320E-03,Right,Groundout,0,-0.289,
244.85336,74.0,-51.2,68.7,5.1,31.0,0.047,5.320E-03,Left,Groundout,0,-0.289,
244.86828,90.0,0.2,-14.9,47.2,-16.8,0.361,5.320E-03,Right,Groundout,0,-0.289,
244.87310,97.5,-6.2,39.8,11.2,26.0,0.064,5.320E-03,Left,Groundout,0,-0.289,
244.87571,66.7,18.0,-13.5,124.7,-15.5,1.491,5.320E-03,Right,Groundout,0,-0.289,
244.87880,85.5,7.0,-3.0,120.1,-9.3,1.083,5.320E-03,Left,Groundout,0,-0.289,
244.90650,85.9,-8.7,-7.3,9.4,-7.0,0.061,5.320E-03,Right,Groundout,0,-0.289,
245.82203,79.9,2.2,41.3,76.7,41.2,0.682,5.290E-03,Left,Groundout,0,-0.289,
245.88730,89.7,-11.9,-1.9,11.1,-2.1,0.082,5.290E-03,Left,Groundout,0,-0.289,
245.93089,75.7,5.8,12.6,44.2,10.0,0.413,5.290E-03,Left,Groundout,0,-0.289,
245.93142,48.8,13.4,-32.1,76.3,-35.0,1.136,5.290E-03,Right,Groundout,0,-0.289,
246.57907,100.9,-4.2,-38.4,28.2,-41.6,0.176,5.202E-03,Right,Groundout,0,-0.289,
246.58368,44.0,22.1,-7.7,88.3,-14.7,1.528,5.202E-03,Left,Groundout,0,-0.289,
254.80399,98.3,-15.2,-13.1,9.6,-11.7,0.048,5.240E-03,Right,Groundout,0,-0.289,
254.80462,63.5,9.8,43.8,101.4,43.0,1.162,5.240E-03,Left,Groundout,0,-0.289,
254.80660,79.1,31.5,-53.8,260.2,-72.6,3.680,5.240E-03,Left,Groundout,0,-0.289,
254.80701,90.0,-9.5,-25.4,14.8,-30.9,0.116,5.240E-03,Left,Groundout,0,-0.289,
254.82361,93.7,-7.9,36.0,11.8,36.5,0.095,5.240E-03,Right,Groundout,0,-0.289,
254.83043,53.5,15.2,16.4,76.3,16.4,1.082,5.240E-03,Left,Groundout,0,-0.289,
254.84534,73.4,-17.0,27.8,8.6,11.2,0.064,5.240E-03,Left,Groundout,0,-0.289,
254.86869,98.9,-3.2,-36.3,21.7,-38.7,0.158,5.240E-03,Right,Groundout,0,-0.289,
254.88294,75.2,-18.8,21.5,3.7,3.8,0.042,5.240E-03,Left,Groundout,0,-0.289,
254.89619,72.8,-9.7,-2.1,8.1,-2.7,0.066,5.240E-03,Right,Groundout,0,-0.289,
254.90780,81.3,-4.4,-15.5,22.4,-14.8,0.178,5.240E-03,Right,Groundout,0,-0.289,
255.63741,102.1,-2.2,20.7,27.3,19.2,0.183,5.192E-03,Left,Groundout,0,-0.289,
255.65753,68.3,-5.8,27.3,12.9,29.5,0.123,5.192E-03,Right,Groundout,0,-0.289,
255.65816,99.7,-5.5,-13.1,9.0,-20.7,0.068,5.192E-03,Left,Groundout,0,-0.289,
255.68042,65.0,-11.6,4.6,9.0,7.7,0.090,5.192E-03,Right,Groundout,0,-0.289,
255.68536,68.9,33.0,52.5,240.4,62.0,3.742,5.192E-03,Left,Groundout,0,-0.289,
255.68580,60.7,-20.9,27.8,7.2,37.4,0.072,5.192E-03,Left,Groundout,0,-0.289,
255.69481,55.6,-24.4,-8.0,6.2,-22.0,0.072,5.192E-03,Right,Groundout,0,-0.289,
255.69917,50.6,29.9,-26.7,89.6,-30.6,1.582,5.192E-03,Right,Groundout,0,-0.289,
255.72361,49.1,28.1,-17.1,98.3,-19.6,1.779,5.192E-03,Right,Groundout,0,-0.289,
255.73514,77.7,-18.1,-7.6,6.9,-7.6,0.066,5.192E-03,Right,Groundout,0,-0.289,
255.74589,53.6,-16.7,6.0,6.7,-7.4,0.051,5.192E-03,Right,Groundout,0,-0.289,
256.59022,99.6,2.2,9.6,64.7,10.2,0.470,5.211E-03,Right,Groundout,0,-0.289,
256.59142,69.2,17.7,-25.7,125.8,-29.5,1.477,5.211E-03,Right,Groundout,0,-0.289,
256.59955,89.6,-12.3,-24.1,8.8,-26.3,0.068,5.211E-03,Right,Groundout,0,-0.289,
256.61854,71.8,-6.3,21.0,7.2,11.5,0.077,5.211E-03,Left,Groundout,0,-0.289,
256.62170,93.1,-0.9,-9.2,41.7,-10.2,0.297,5.211E-03,Right,Groundout,0,-0.289,
256.62391,63.7,-25.7,-22.7,8.9,-17.4,0.070,5.211E-03,Right,Groundout,0,-0.289,
256.62689,76.3,6.5,-6.6,72.7,-9.6,0.700,5.211E-03,Right,Groundout,0,-0.289,
256.63381,58.3,21.0,-17.8,115.5,-20.7,1.603,5.211E-03,Right,Groundout,0,-0.289,
257.82579,61.8,9.2,-14.1,25.1,-21.8,0.294,5.260E-03,Right,Groundout,0,-0.289,
258.83087,106.0,2.1,-32.5,65.5,-35.6,0.434,5.250E-03,Right,Groundout,0,-0.289,
259.62234,86.4,2.0,-31.4,86.3,-36.5,0.740,5.173E-03,Left,Groundout,0,-0.289,
261.84255,65.5,-10.8,-33.5,11.5,-35.6,0.102,5.290E-03,Right,Groundout,0,-0.289,
261.86117,94.9,-4.1,-14.4,26.3,-16.7,0.193,5.290E-03,Right,Groundout,0,-0.289,
262.63900,77.6,-23.2,-14.1,5.7,-5.9,0.055,5.182E-03,Right,Groundout,0,-0.289,
262.64098,48.3,26.8,-10.5,85.9,-15.5,1.513,5.182E-03,Right,Groundout,0,-0.289,
262.64461,91.0,-3.6,16.0,25.4,15.7,0.200,5.182E-03,Right,Groundout,0,-0.289,
262.65623,69.8,-1.3,22.5,52.4,22.1,0.515,5.182E-03,Left,Groundout,0,-0.289,
262.65817,93.4,-17.1,-2.9,6.9,-4.6,0.052,5.182E-03,Left,Groundout,0,-0.289,
262.66260,96.0,-5.6,-65.9,18.2,-65.0,0.121,5.182E-03,Right,Groundout,0,-0.289,
262.69022,64.3,25.6,-31.8,129.9,-35.4,1.759,5.182E-03,Right,Groundout,0,-0.289,
262.72023,57.5,14.1,-35.0,77.7,-38.8,1.018,5.182E-03,Right,Groundout,0,-0.289,
263.80036,84.7,-4.4,-15.0,30.5,-17.2,0.241,5.330E-03,Right,Groundout,0,-0.289,
