idx,rank,player,war
18,19,Mickey Mantle,109.7
18,20,Mel Ott,108.6
18,21,Mike Schmidt,106.9
18,22,Rickey Henderson,106.5
18,23,Frank Robinson,104.3
18,24,Christy Mathewson,104.2
18,25,Greg Maddux,104.2
18,26,Randy Johnson,102.9
18,27,Warren Spahn,102.0
18,28,Albert Pujols,99.7
18,29,Joe Morgan,98.8
18,30,Jimmie Foxx,98.5
18,31,Bert Blyleven,97.5
18,32,Phil Niekro,97.2
18,33,Eddie Mathews,96.4
18,34,Cal Ripken,95.2
18,35,Roberto Clemente,94.8
18,36,Gaylord Perry,94.4
18,37,Carl Yastrzemski,94.0
18,38,Wade Boggs,91.3
18,39,Steve Carlton,91.0
18,40,Bob Gibson,90.8
18,41,Eddie Plank,90.6
18,42,Al Kaline,90.4
18,43,Nap Lajoie,90.0
18,44,Robin Roberts,89.6
18,45,George Brett,88.5
18,46,Fergie Jenkins,86.8
18,47,Pedro Martinez,86.5
18,48,Chipper Jones,84.8
18,49,Ken Griffey,84.8
18,50,Adrian Beltre,83.8
18,51,Mike Mussina,83.2
18,52,Curt Schilling,82.2
18,53,Pete Rose,82.1
18,54,Charlie Gehringer,80.7
18,55,Rod Carew,80.6
18,56,Tom Glavine,80.1
18,57,Brooks Robinson,80.1
18,58,Jeff Bagwell,79.6
18,59,Joe DiMaggio,78.1
18,60,Ozzie Smith,77.2
18,61,Nolan Ryan,77.0
18,62,Reggie Jackson,76.6
18,63,Robin Yount,75.7
18,64,Johnny Bench,75.5
18,65,Cy Young,75.2
18,66,Lou Whitaker,75.0
18,67,Luke Appling,75.0
18,68,Paul Molitor,74.5
18,69,Frank Thomas,73.9
18,70,Sam Crawford,73.7
18,71,Arky Vaughan,72.9
18,72,Derek Jeter,72.9
18,73,Larry Walker,72.7
18,74,Jim Thome,72.6
18,75,Paul Waner,72.5
18,76,Harry Heilmann,72.5
18,77,Ted Lyons,72.3
18,78,Ron Santo,72.2
18,79,Alan Trammell,72.1
18,80,Rafael Palmeiro,71.5
18,81,Rick Reuschel,71.3
18,82,Jim Palmer,71.1
18,83,Johnny Mize,71.0
18,84,Bobby Grich,70.9
18,85,Kevin Brown,70.6
18,86,Frankie Frisch,70.5
18,87,Barry Larkin,70.5
18,88,John Smoltz,70.4
18,89,Scott Rolen,70.3
18,90,Manny Ramirez,70.3
18,91,Gary Carter,70.2
18,92,Al Simmons,70.1
18,93,Red Faber,69.9
18,94,Carl Hubbell,69.9
18,95,Red Ruffing,69.8
18,96,Bob Feller,69.7
18,97,Eddie Murray,69.6
18,98,Roy Halladay,69.4
18,99,Luis Tiant,69.1
18,100,Ernie Banks,69.0
19,1,Babe Ruth,180.6
19,2,Walter Johnson,163.1
19,3,Barry Bonds,155.0
19,4,Willie Mays,153.2
19,5,Ty Cobb,141.5
19,6,Hank Aaron,138.8
19,7,Tris Speaker,133.3
19,8,Roger Clemens,129.8
19,9,Rogers Hornsby,127.3
19,10,Stan Musial,126.0
19,11,Ted Williams,123.4
19,12,Pete Alexander,122.8
19,13,Eddie Collins,122.4
19,14,Alex Rodriguez,119.5
19,15,Honus Wagner,113.9
19,16,Lou Gehrig,112.6
19,17,Tom Seaver,111.9
19,18,Lefty Grove,110.5
19,19,Mickey Mantle,109.7
19,20,Mel Ott,108.9
19,21,Rickey Henderson,108.3
19,22,Mike Schmidt,106.9
19,23,Greg Maddux,106.8
19,24,Frank Robinson,106.3
19,25,Christy Mathewson,104.2
19,26,Randy Johnson,104.1
19,27,Warren Spahn,102.8
19,28,Joe Morgan,100.3
19,29,Albert Pujols,99.7
19,30,Phil Niekro,98.9
19,31,Jimmie Foxx,98.6
19,32,Bert Blyleven,97.8
19,33,Cal Ripken,96.6
19,34,Eddie Mathews,96.4
19,35,Gaylord Perry,95.7
19,36,Carl Yastrzemski,95.3
19,37,Roberto Clemente,94.8
19,38,Steve Carlton,92.1
19,39,Al Kaline,91.6
19,40,Wade Boggs,91.3
19,41,Bob Gibson,90.8
19,42,Eddie Plank,90.6
19,43,Nap Lajoie,90.0
19,44,Robin Roberts,89.6
19,45,George Brett,88.8
19,46,Fergie Jenkins,86.8
19,47,Pedro Martinez,86.5
19,48,Ken Griffey,85.2
19,49,Chipper Jones,85.0
19,50,Adrian Beltre,83.8
19,51,Mike Mussina,83.2
19,52,Pete Rose,83.0
19,53,Curt Schilling,82.2
19,54,Tom Glavine,81.4
19,55,Rod Carew,81.1
19,56,Charlie Gehringer,80.7
19,57,Brooks Robinson,80.1
19,58,Jeff Bagwell,79.6
19,59,Nolan Ryan,78.8
19,60,Joe DiMaggio,78.1
19,61,Ozzie Smith,77.2
19,62,Reggie Jackson,76.6
19,63,Robin Yount,76.5
19,64,Paul Molitor,75.5
19,65,Johnny Bench,75.5
19,66,Cy Young,75.2
19,67,Luke Appling,75.0
19,68,Lou Whitaker,75.0
19,69,Frank Thomas,73.9
19,70,Sam Crawford,73.7
19,71,Jim Thome,73.0
19,72,Arky Vaughan,72.9
19,73,Paul Waner,72.9
19,74,Derek Jeter,72.9
19,75,Ted Lyons,72.8
19,76,Larry Walker,72.7
19,77,Harry Heilmann,72.5
19,78,Ron Santo,72.2
19,79,Alan Trammell,72.1
19,80,Rafael Palmeiro,71.8
19,81,Rick Reuschel,71.3
19,82,John Smoltz,71.2
19,83,Jim Palmer,71.1
19,84,Red Ruffing,71.1
19,85,Johnny Mize,71.0
19,86,Red Faber,71.0
19,87,Bobby Grich,70.9
19,88,Kevin Brown,70.6
19,89,Frankie Frisch,70.5
19,90,Barry Larkin,70.5
19,91,Scott Rolen,70.3
19,92,Manny Ramirez,70.3
19,93,Gary Carter,70.2
19,94,Al Simmons,70.1
19,95,Carl Hubbell,69.9
19,96,Carlton Fisk,69.8
19,97,Eddie Murray,69.8
19,98,Bob Feller,69.7
19,99,Ivan Rodriguez,69.5
19,100,Roy Halladay,69.4
20,1,Babe Ruth,184.0
20,2,Walter Johnson,165.8
20,3,Barry Bonds,158.5
20,4,Willie Mays,155.0
20,5,Ty Cobb,144.8
20,6,Hank Aaron,140.9
20,7,Tris Speaker,133.8
20,8,Roger Clemens,132.5
20,9,Rogers Hornsby,127.4
20,10,Stan Musial,127.3
20,11,Eddie Collins,123.7
20,12,Ted Williams,123.4
20,13,Pete Alexander,122.8
20,14,Alex Rodriguez,119.5
20,15,Honus Wagner,113.9
20,16,Lou Gehrig,112.6
20,17,Tom Seaver,111.9
20,18,Lefty Grove,110.5
20,19,Rickey Henderson,110.0
20,20,Mickey Mantle,109.7
20,21,Mel Ott,108.9
20,22,Greg Maddux,108.1
20,23,Frank Robinson,107.2
20,24,Mike Schmidt,106.9
20,25,Randy Johnson,104.8
20,26,Christy Mathewson,104.2
20,27,Warren Spahn,102.9
20,28,Joe Morgan,100.4
20,29,Phil Niekro,99.8
20,30,Albert Pujols,99.7
20,31,Jimmie Foxx,98.6
20,32,Bert Blyleven,97.9
20,33,Cal Ripken,96.6
20,34,Eddie Mathews,96.4
20,35,Carl Yastrzemski,96.1
20,36,Gaylord Perry,95.9
20,37,Roberto Clemente,94.8
20,38,Steve Carlton,93.1
20,39,Al Kaline,92.5
20,40,Wade Boggs,91.3
20,41,Bob Gibson,90.8
20,42,Eddie Plank,90.6
20,43,Nap Lajoie,90.0
20,44,Robin Roberts,89.6
20,45,George Brett,88.8
20,46,Fergie Jenkins,86.8
20,47,Pedro Martinez,86.5
20,48,Ken Griffey,85.2
20,49,Chipper Jones,85.0
20,50,Adrian Beltre,83.8
20,51,Pete Rose,83.6
20,52,Mike Mussina,83.2
20,53,Curt Schilling,82.2
20,54,Tom Glavine,82.1
20,55,Rod Carew,81.1
20,56,Charlie Gehringer,80.7
20,57,Nolan Ryan,80.5
20,58,Brooks Robinson,80.1
20,59,Jeff Bagwell,79.6
20,60,Joe DiMaggio,78.1
20,61,Ozzie Smith,77.2
20,62,Robin Yount,77.0
20,63,Reggie Jackson,76.6
20,64,Paul Molitor,75.6
20,65,Johnny Bench,75.5
20,66,Cy Young,75.2
20,67,Luke Appling,75.0
20,68,Lou Whitaker,75.0
20,69,Frank Thomas,73.9
20,70,Sam Crawford,73.7
20,71,Ted Lyons,73.2
20,72,Jim Thome,73.2
20,73,Paul Waner,72.9
20,74,Arky Vaughan,72.9
20,75,Derek Jeter,72.9
20,76,Larry Walker,72.7
20,77,Harry Heilmann,72.5
20,78,Ron Santo,72.2
20,79,Alan Trammell,72.1
20,80,Red Ruffing,71.9
20,81,Rafael Palmeiro,71.8
20,82,John Smoltz,71.5
20,83,Rick Reuschel,71.3
20,84,Jim Palmer,71.1
20,85,Johnny Mize,71.0
20,86,Red Faber,71.0
20,87,Bobby Grich,70.9
20,88,Kevin Brown,70.6
20,89,Frankie Frisch,70.5
20,90,Barry Larkin,70.5
20,91,Carlton Fisk,70.4
20,92,Scott Rolen,70.3
20,93,Manny Ramirez,70.3
20,94,Gary Carter,70.2
20,95,Al Simmons,70.1
20,96,Carl Hubbell,69.9
20,97,Eddie Murray,69.8
20,98,Ivan Rodriguez,69.8
20,99,Bob Feller,69.7
20,100,Roy Halladay,69.4
21,1,Babe Ruth,184.2
21,2,Walter Johnson,166.4
21,3,Barry Bonds,161.8
21,4,Willie Mays,156.2
21,5,Ty Cobb,147.3
21,6,Hank Aaron,142.1
21,7,Roger Clemens,135.1
21,8,Tris Speaker,133.9
21,9,Stan Musial,127.9
21,10,Rogers Hornsby,127.4
21,11,Eddie Collins,123.9
21,12,Ted Williams,123.4
21,13,Pete Alexander,122.8
21,14,Alex Rodriguez,119.5
21,15,Honus Wagner,113.9
21,16,Lou Gehrig,112.6
21,17,Tom Seaver,111.9
21,18,Rickey Henderson,111.3
21,19,Lefty Grove,110.5
21,20,Mickey Mantle,109.7
21,21,Mel Ott,108.9
21,22,Greg Maddux,108.7
21,23,Frank Robinson,107.3
21,24,Mike Schmidt,106.9
21,25,Randy Johnson,105.1
21,26,Christy Mathewson,104.2
21,27,Warren Spahn,102.9
21,28,Joe Morgan,100.5
21,29,Phil Niekro,100.3
21,30,Albert Pujols,99.7
21,31,Jimmie Foxx,98.6
21,32,Bert Blyleven,97.9
21,33,Cal Ripken,96.6
21,34,Carl Yastrzemski,96.6
21,35,Eddie Mathews,96.4
21,36,Gaylord Perry,96.0
21,37,Roberto Clemente,94.8
21,38,Steve Carlton,93.9
21,39,Al Kaline,93.0
21,40,Wade Boggs,91.3
21,41,Bob Gibson,90.8
21,42,Eddie Plank,90.6
21,43,Nap Lajoie,90.0
21,44,Robin Roberts,89.6
21,45,George Brett,88.8
21,46,Fergie Jenkins,86.8
21,47,Pedro Martinez,86.5
21,48,Ken Griffey,85.2
21,49,Chipper Jones,85.0
21,50,Adrian Beltre,83.8
21,51,Pete Rose,83.6
21,52,Mike Mussina,83.2
21,53,Nolan Ryan,82.2
21,54,Tom Glavine,82.2
21,55,Curt Schilling,82.2
21,56,Rod Carew,81.1
21,57,Charlie Gehringer,80.7
21,58,Brooks Robinson,80.1
21,59,Jeff Bagwell,79.6
21,60,Joe DiMaggio,78.1
21,61,Ozzie Smith,77.2
21,62,Robin Yount,77.0
21,63,Reggie Jackson,76.6
21,64,Paul Molitor,75.6
21,65,Johnny Bench,75.5
21,66,Cy Young,75.2
21,67,Luke Appling,75.0
21,68,Lou Whitaker,75.0
21,69,Frank Thomas,73.9
21,70,Sam Crawford,73.7
21,71,Ted Lyons,73.2
21,72,Jim Thome,73.2
21,73,Paul Waner,72.9
21,74,Arky Vaughan,72.9
21,75,Derek Jeter,72.9
21,76,Larry Walker,72.7
21,77,Harry Heilmann,72.5
21,78,Ron Santo,72.2
21,79,Alan Trammell,72.1
21,80,Red Ruffing,72.0
21,81,Rafael Palmeiro,71.8
21,82,John Smoltz,71.5
21,83,Rick Reuschel,71.3
21,84,Jim Palmer,71.1
21,85,Johnny Mize,71.0
21,86,Red Faber,71.0
21,87,Bobby Grich,70.9
21,88,Carlton Fisk,70.8
21,89,Kevin Brown,70.6
21,90,Frankie Frisch,70.5
21,91,Barry Larkin,70.5
21,92,Scott Rolen,70.3
21,93,Manny Ramirez,70.3
21,94,Gary Carter,70.2
21,95,Al Simmons,70.1
21,96,Carl Hubbell,69.9
21,97,Eddie Murray,69.8
21,98,Ivan Rodriguez,69.8
21,99,Bob Feller,69.7
21,100,Roy Halladay,69.4
22,1,Babe Ruth,184.3
22,2,Walter Johnson,166.4
22,3,Barry Bonds,162.4
22,4,Willie Mays,156.2
22,5,Ty Cobb,149.2
22,6,Hank Aaron,142.6
22,7,Roger Clemens,137.0
22,8,Tris Speaker,133.9
22,9,Stan Musial,128.1
22,10,Rogers Hornsby,127.4
22,11,Eddie Collins,124.0
22,12,Ted Williams,123.4
22,13,Pete Alexander,122.8
22,14,Alex Rodriguez,119.5
22,15,Honus Wagner,113.9
22,16,Lou Gehrig,112.6
22,17,Tom Seaver,111.9
22,18,Rickey Henderson,111.8
22,19,Lefty Grove,110.5
22,20,Mickey Mantle,109.7
22,21,Greg Maddux,108.9
22,22,Mel Ott,108.9
22,23,Frank Robinson,107.3
22,24,Mike Schmidt,106.9
22,25,Randy Johnson,105.4
22,26,Christy Mathewson,104.2
22,27,Warren Spahn,102.9
22,28,Phil Niekro,100.8
22,29,Joe Morgan,100.5
22,30,Albert Pujols,99.7
22,31,Jimmie Foxx,98.6
22,32,Bert Blyleven,97.9
22,33,Cal Ripken,96.6
22,34,Carl Yastrzemski,96.6
22,35,Eddie Mathews,96.4
22,36,Gaylord Perry,96.1
22,37,Roberto Clemente,94.8
22,38,Steve Carlton,94.4
22,39,Al Kaline,93.0
22,40,Wade Boggs,91.3
22,41,Bob Gibson,90.8
22,42,Eddie Plank,90.6
22,43,Nap Lajoie,90.0
22,44,Robin Roberts,89.6
22,45,George Brett,88.8
22,46,Fergie Jenkins,86.8
22,47,Pedro Martinez,86.5
22,48,Ken Griffey,85.2
22,49,Chipper Jones,85.0
22,50,Nolan Ryan,83.8
22,51,Adrian Beltre,83.8
22,52,Pete Rose,83.6
22,53,Mike Mussina,83.2
22,54,Tom Glavine,82.2
22,55,Curt Schilling,82.2
22,56,Rod Carew,81.1
22,57,Charlie Gehringer,80.7
22,58,Brooks Robinson,80.1
22,59,Jeff Bagwell,79.6
22,60,Joe DiMaggio,78.1
22,61,Ozzie Smith,77.2
22,62,Robin Yount,77.0
22,63,Reggie Jackson,76.6
22,64,Paul Molitor,75.6
22,65,Johnny Bench,75.5
22,66,Cy Young,75.2
22,67,Luke Appling,75.0
22,68,Lou Whitaker,75.0
22,69,Frank Thomas,73.9
22,70,Sam Crawford,73.7
22,71,Ted Lyons,73.2
22,72,Jim Thome,73.2
22,73,Paul Waner,72.9
22,74,Arky Vaughan,72.9
22,75,Derek Jeter,72.9
22,76,Larry Walker,72.7
22,77,Harry Heilmann,72.5
22,78,Ron Santo,72.2
22,79,Alan Trammell,72.1
22,80,Red Ruffing,72.0
22,81,Rafael Palmeiro,71.8
22,82,John Smoltz,71.5
22,83,Rick Reuschel,71.3
22,84,Jim Palmer,71.1
22,85,Johnny Mize,71.0
22,86,Red Faber,71.0
22,87,Bobby Grich,70.9
22,88,Carlton Fisk,70.8
22,89,Kevin Brown,70.6
22,90,Frankie Frisch,70.5
22,91,Barry Larkin,70.5
22,92,Don Sutton,70.5
22,93,Scott Rolen,70.3
22,94,Manny Ramirez,70.3
22,95,Gary Carter,70.2
22,96,Al Simmons,70.1
22,97,Carl Hubbell,69.9
22,98,Eddie Murray,69.8
22,99,Ivan Rodriguez,69.8
22,100,Bob Feller,69.7
23,1,Babe Ruth,184.3
23,2,Walter Johnson,166.4
23,3,Barry Bonds,162.4
23,4,Willie Mays,156.2
23,5,Ty Cobb,150.9
23,6,Hank Aaron,142.6
23,7,Roger Clemens,138.9
23,8,Tris Speaker,133.9
23,9,Stan Musial,128.1
23,10,Rogers Hornsby,127.4
23,11,Eddie Collins,124.1
23,12,Ted Williams,123.4
23,13,Pete Alexander,122.8
23,14,Alex Rodriguez,119.5
23,15,Honus Wagner,113.9
23,16,Lou Gehrig,112.6
23,17,Rickey Henderson,112.2
23,18,Tom Seaver,111.9
23,19,Lefty Grove,110.5
23,20,Mickey Mantle,109.7
23,21,Greg Maddux,108.9
23,22,Mel Ott,108.9
23,23,Frank Robinson,107.3
23,24,Mike Schmidt,106.9
23,25,Randy Johnson,105.4
23,26,Christy Mathewson,104.2
23,27,Warren Spahn,102.9
23,28,Phil Niekro,100.8
23,29,Joe Morgan,100.5
23,30,Albert Pujols,99.7
23,31,Jimmie Foxx,98.6
23,32,Bert Blyleven,97.9
23,33,Cal Ripken,96.6
23,34,Carl Yastrzemski,96.6
23,35,Eddie Mathews,96.4
23,36,Gaylord Perry,96.1
23,37,Roberto Clemente,94.8
23,38,Steve Carlton,94.4
23,39,Al Kaline,93.0
23,40,Wade Boggs,91.3
23,41,Bob Gibson,90.8
23,42,Eddie Plank,90.6
23,43,Nap Lajoie,90.0
23,44,Robin Roberts,89.6
23,45,George Brett,88.8
23,46,Fergie Jenkins,86.8
23,47,Pedro Martinez,86.5
23,48,Ken Griffey,85.2
23,49,Chipper Jones,85.0
23,50,Nolan Ryan,84.8
23,51,Adrian Beltre,83.8
23,52,Pete Rose,83.6
23,53,Mike Mussina,83.2
23,54,Tom Glavine,82.2
23,55,Curt Schilling,82.2
23,56,Rod Carew,81.1
23,57,Charlie Gehringer,80.7
23,58,Brooks Robinson,80.1
23,59,Jeff Bagwell,79.6
23,60,Joe DiMaggio,78.1
23,61,Ozzie Smith,77.2
23,62,Robin Yount,77.0
23,63,Reggie Jackson,76.6
23,64,Paul Molitor,75.6
23,65,Johnny Bench,75.5
23,66,Cy Young,75.2
23,67,Luke Appling,75.0
23,68,Lou Whitaker,75.0
23,69,Frank Thomas,73.9
23,70,Sam Crawford,73.7
23,71,Ted Lyons,73.2
23,72,Jim Thome,73.2
23,73,Paul Waner,72.9
23,74,Arky Vaughan,72.9
23,75,Derek Jeter,72.9
23,76,Larry Walker,72.7
23,77,Harry Heilmann,72.5
23,78,Ron Santo,72.2
23,79,Alan Trammell,72.1
23,80,Red Ruffing,72.0
23,81,Rafael Palmeiro,71.8
23,82,John Smoltz,71.5
23,83,Rick Reuschel,71.3
23,84,Jim Palmer,71.1
23,85,Johnny Mize,71.0
23,86,Red Faber,71.0
23,87,Bobby Grich,70.9
23,88,Carlton Fisk,70.8
23,89,Kevin Brown,70.6
23,90,Frankie Frisch,70.5
23,91,Barry Larkin,70.5
23,92,Don Sutton,70.5
23,93,Scott Rolen,70.3
23,94,Manny Ramirez,70.3
23,95,Gary Carter,70.2
23,96,Al Simmons,70.1
23,97,Carl Hubbell,69.9
23,98,Eddie Murray,69.8
23,99,Ivan Rodriguez,69.8
23,100,Bob Feller,69.7
24,1,Babe Ruth,184.3
24,2,Walter Johnson,166.4
24,3,Barry Bonds,162.4
24,4,Willie Mays,156.2
24,5,Ty Cobb,151.1
24,6,Hank Aaron,142.6
24,7,Roger Clemens,140.5
24,8,Tris Speaker,133.9
24,9,Stan Musial,128.1
24,10,Rogers Hornsby,127.4
24,11,Eddie Collins,124.1
24,12,Ted Williams,123.4
24,13,Pete Alexander,122.8
24,14,Alex Rodriguez,119.5
24,15,Honus Wagner,113.9
24,16,Lou Gehrig,112.6
24,17,Rickey Henderson,112.4
24,18,Tom Seaver,111.9
24,19,Lefty Grove,110.5
24,20,Mickey Mantle,109.7
24,21,Greg Maddux,108.9
24,22,Mel Ott,108.9
24,23,Frank Robinson,107.3
24,24,Mike Schmidt,106.9
24,25,Randy Johnson,105.4
24,26,Christy Mathewson,104.2
24,27,Warren Spahn,102.9
24,28,Phil Niekro,100.8
24,29,Joe Morgan,100.5
24,30,Albert Pujols,99.7
24,31,Jimmie Foxx,98.6
24,32,Bert Blyleven,97.9
24,33,Cal Ripken,96.6
24,34,Carl Yastrzemski,96.6
24,35,Eddie Mathews,96.4
24,36,Gaylord Perry,96.1
24,37,Roberto Clemente,94.8
24,38,Steve Carlton,94.4
24,39,Al Kaline,93.0
24,40,Wade Boggs,91.3
24,41,Bob Gibson,90.8
24,42,Eddie Plank,90.6
24,43,Nap Lajoie,90.0
24,44,Robin Roberts,89.6
24,45,George Brett,88.8
24,46,Fergie Jenkins,86.8
24,47,Pedro Martinez,86.5
24,48,Nolan Ryan,85.6
24,49,Ken Griffey,85.2
24,50,Chipper Jones,85.0
24,51,Adrian Beltre,83.8
24,52,Pete Rose,83.6
24,53,Mike Mussina,83.2
24,54,Tom Glavine,82.2
24,55,Curt Schilling,82.2
24,56,Rod Carew,81.1
24,57,Charlie Gehringer,80.7
24,58,Brooks Robinson,80.1
24,59,Jeff Bagwell,79.6
24,60,Joe DiMaggio,78.1
24,61,Ozzie Smith,77.2
24,62,Robin Yount,77.0
24,63,Reggie Jackson,76.6
24,64,Paul Molitor,75.6
24,65,Johnny Bench,75.5
24,66,Cy Young,75.2
24,67,Luke Appling,75.0
24,68,Lou Whitaker,75.0
24,69,Frank Thomas,73.9
24,70,Sam Crawford,73.7
24,71,Ted Lyons,73.2
24,72,Jim Thome,73.2
24,73,Paul Waner,72.9
24,74,Arky Vaughan,72.9
24,75,Derek Jeter,72.9
24,76,Larry Walker,72.7
24,77,Harry Heilmann,72.5
24,78,Ron Santo,72.2
24,79,Alan Trammell,72.1
24,80,Red Ruffing,72.0
24,81,Rafael Palmeiro,71.8
24,82,John Smoltz,71.5
24,83,Rick Reuschel,71.3
24,84,Jim Palmer,71.1
24,85,Johnny Mize,71.0
24,86,Red Faber,71.0
24,87,Bobby Grich,70.9
24,88,Carlton Fisk,70.8
24,89,Kevin Brown,70.6
24,90,Frankie Frisch,70.5
24,91,Barry Larkin,70.5
24,92,Don Sutton,70.5
24,93,Scott Rolen,70.3
24,94,Manny Ramirez,70.3
24,95,Gary Carter,70.2
24,96,Al Simmons,70.1
24,97,Carl Hubbell,69.9
24,98,Eddie Murray,69.8
24,99,Ivan Rodriguez,69.8
24,100,Bob Feller,69.7
25,1,Babe Ruth,184.3
25,2,Walter Johnson,166.4
25,3,Barry Bonds,162.4
25,4,Willie Mays,156.2
25,5,Ty Cobb,151.1
25,6,Hank Aaron,142.6
25,7,Roger Clemens,140.5
25,8,Tris Speaker,133.9
25,9,Stan Musial,128.1
25,10,Rogers Hornsby,127.4
25,11,Eddie Collins,124.1
25,12,Ted Williams,123.4
25,13,Pete Alexander,122.8
25,14,Alex Rodriguez,119.5
25,15,Honus Wagner,113.9
25,16,Lou Gehrig,112.6
25,17,Rickey Henderson,112.4
25,18,Tom Seaver,111.9
25,19,Lefty Grove,110.5
25,20,Mickey Mantle,109.7
25,21,Greg Maddux,108.9
25,22,Mel Ott,108.9
25,23,Frank Robinson,107.3
25,24,Mike Schmidt,106.9
25,25,Randy Johnson,105.4
25,26,Christy Mathewson,104.2
25,27,Warren Spahn,102.9
25,28,Phil Niekro,100.8
25,29,Joe Morgan,100.5
25,30,Albert Pujols,99.7
25,31,Jimmie Foxx,98.6
25,32,Bert Blyleven,97.9
25,33,Cal Ripken,96.6
25,34,Carl Yastrzemski,96.6
25,35,Eddie Mathews,96.4
25,36,Gaylord Perry,96.1
25,37,Roberto Clemente,94.8
25,38,Steve Carlton,94.4
25,39,Al Kaline,93.0
25,40,Wade Boggs,91.3
25,41,Bob Gibson,90.8
25,42,Eddie Plank,90.6
25,43,Nap Lajoie,90.0
25,44,Robin Roberts,89.6
25,45,George Brett,88.8
25,46,Fergie Jenkins,86.8
25,47,Pedro Martinez,86.5
25,48,Nolan Ryan,85.6
25,49,Ken Griffey,85.2
25,50,Chipper Jones,85.0
25,51,Adrian Beltre,83.8
25,52,Pete Rose,83.6
25,53,Mike Mussina,83.2
25,54,Tom Glavine,82.2
25,55,Curt Schilling,82.2
25,56,Rod Carew,81.1
25,57,Charlie Gehringer,80.7
25,58,Brooks Robinson,80.1
25,59,Jeff Bagwell,79.6
25,60,Joe DiMaggio,78.1
25,61,Ozzie Smith,77.2
25,62,Robin Yount,77.0
25,63,Reggie Jackson,76.6
25,64,Paul Molitor,75.6
25,65,Johnny Bench,75.5
25,66,Cy Young,75.2
25,67,Luke Appling,75.0
25,68,Lou Whitaker,75.0
25,69,Frank Thomas,73.9
25,70,Sam Crawford,73.7
25,71,Ted Lyons,73.2
25,72,Jim Thome,73.2
25,73,Paul Waner,72.9
25,74,Arky Vaughan,72.9
25,75,Derek Jeter,72.9
25,76,Larry Walker,72.7
25,77,Harry Heilmann,72.5
25,78,Ron Santo,72.2
25,79,Alan Trammell,72.1
25,80,Red Ruffing,72.0
25,81,Rafael Palmeiro,71.8
25,82,John Smoltz,71.5
25,83,Rick Reuschel,71.3
25,84,Jim Palmer,71.1
25,85,Johnny Mize,71.0
25,86,Red Faber,71.0
25,87,Bobby Grich,70.9
25,88,Carlton Fisk,70.8
25,89,Kevin Brown,70.6
25,90,Frankie Frisch,70.5
25,91,Barry Larkin,70.5
25,92,Don Sutton,70.5
25,93,Scott Rolen,70.3
25,94,Manny Ramirez,70.3
25,95,Gary Carter,70.2
25,96,Al Simmons,70.1
25,97,Carl Hubbell,69.9
25,98,Eddie Murray,69.8
25,99,Ivan Rodriguez,69.8
25,100,Bob Feller,69.7
26,1,Babe Ruth,184.3
26,2,Walter Johnson,166.4
26,3,Barry Bonds,162.4
26,4,Willie Mays,156.2
26,5,Ty Cobb,151.1
26,6,Hank Aaron,142.6
26,7,Roger Clemens,140.5
26,8,Tris Speaker,133.9
26,9,Stan Musial,128.1
26,10,Rogers Hornsby,127.4
26,11,Eddie Collins,124.1
26,12,Ted Williams,123.4
26,13,Pete Alexander,122.8
26,14,Alex Rodriguez,119.5
26,15,Honus Wagner,113.9
26,16,Lou Gehrig,112.6
26,17,Rickey Henderson,112.4
26,18,Tom Seaver,111.9
26,19,Lefty Grove,110.5
26,20,Mickey Mantle,109.7
26,21,Greg Maddux,108.9
26,22,Mel Ott,108.9
26,23,Frank Robinson,107.3
26,24,Mike Schmidt,106.9
26,25,Randy Johnson,105.4
26,26,Christy Mathewson,104.2
26,27,Warren Spahn,102.9
26,28,Phil Niekro,100.8
26,29,Joe Morgan,100.5
26,30,Albert Pujols,99.7
26,31,Jimmie Foxx,98.6
26,32,Bert Blyleven,97.9
26,33,Cal Ripken,96.6
26,34,Carl Yastrzemski,96.6
26,35,Eddie Mathews,96.4
26,36,Gaylord Perry,96.1
26,37,Roberto Clemente,94.8
26,38,Steve Carlton,94.4
26,39,Al Kaline,93.0
26,40,Wade Boggs,91.3
26,41,Bob Gibson,90.8
26,42,Eddie Plank,90.6
26,43,Nap Lajoie,90.0
26,44,Robin Roberts,89.6
26,45,George Brett,88.8
26,46,Fergie Jenkins,86.8
26,47,Pedro Martinez,86.5
26,48,Nolan Ryan,85.6
26,49,Ken Griffey,85.2
26,50,Chipper Jones,85.0
26,51,Adrian Beltre,83.8
26,52,Pete Rose,83.6
26,53,Mike Mussina,83.2
26,54,Tom Glavine,82.2
26,55,Curt Schilling,82.2
26,56,Rod Carew,81.1
26,57,Charlie Gehringer,80.7
26,58,Brooks Robinson,80.1
26,59,Jeff Bagwell,79.6
26,60,Joe DiMaggio,78.1
26,61,Ozzie Smith,77.2
26,62,Robin Yount,77.0
26,63,Reggie Jackson,76.6
26,64,Paul Molitor,75.6
26,65,Johnny Bench,75.5
26,66,Cy Young,75.2
26,67,Luke Appling,75.0
26,68,Lou Whitaker,75.0
26,69,Frank Thomas,73.9
26,70,Sam Crawford,73.7
26,71,Ted Lyons,73.2
26,72,Jim Thome,73.2
26,73,Paul Waner,72.9
26,74,Arky Vaughan,72.9
26,75,Derek Jeter,72.9
26,76,Larry Walker,72.7
26,77,Harry Heilmann,72.5
26,78,Ron Santo,72.2
26,79,Alan Trammell,72.1
26,80,Red Ruffing,72.0
